id;nodeI;nodeJ;distance;danger;amenagement
3036;954;915;1.3447;2.6894;0
3037;954;993;1.3913;2.7826;0
3038;954;995;1.4484;2.8968;0
3039;955;954;0.6827;1.3654;0
3040;955;914;1.2918;2.5836;0
3041;955;994;1.4192;2.8384;0
3042;955;995;1.3959;2.7918;0
3043;955;996;1.5917;3.1834;0
3044;956;955;0.8137;1.6274;0
3045;956;916;0.9106;1.8212;0
3046;956;917;1.843;3.686;0
3047;956;996;0.9511;1.9022;0
3048;957;917;1.0763;2.1526;0
3049;957;916;1.5361;3.0722;0
3050;957;918;1.575;3.15;0
3051;957;958;1.0637;2.1274;0
3052;957;996;1.2641;2.5282;0
3053;958;957;1.0637;2.1274;0
3054;958;918;1.4734;2.9468;0
3055;958;959;0.9034;1.8068;0
3056;958;999;1.3001;2.6002;0
3057;959;958;0.9034;1.8068;0
3058;960;961;1.4301;2.8602;0
3059;960;1001;1.211;2.422;0
3060;961;921;1.1908;2.3816;0
3061;961;1000;1.7761;3.5522;0
3062;961;1001;1.0965;2.193;0
3063;963;924;1.5292;1.5292;1
3064;963;1003;0.9035;1.807;0
3065;963;1004;1.283;2.566;0
3066;965;926;1.4719;2.9438;0
3067;965;966;0.8929;1.7858;0
3068;965;1004;1.3168;1.3168;1
3069;966;926;1.0671;2.1342;0
3070;966;925;1.6098;3.2196;0
3071;966;1005;1.2278;2.4556;0
3072;966;1007;1.2987;2.5974;0
3073;967;927;0.804;1.608;0
3074;967;1007;1.4048;2.8096;0
3075;968;927;1.45;2.9;0
3076;968;969;1.1391;2.2782;0
3077;969;968;1.1391;2.2782;0
3078;971;932;1.4502;2.9004;0
3079;971;1012;1.0276;2.0552;0
3080;972;971;0.6001;1.2002;0
3081;972;933;1.5274;3.0548;0
3082;972;1011;0.8248;1.6496;0
3083;973;972;1.142;2.284;0
3084;973;932;1.5934;3.1868;0
3085;973;934;1.2493;2.4986;0
3086;974;973;1.2527;2.5054;0
3087;974;933;1.6858;3.3716;0
3088;975;974;0.5733;1.1466;0
3089;975;935;0.7454;0.7454;1
3090;975;934;1.234;2.468;0
3091;975;936;1.6133;3.2266;0
3092;975;1014;1.5443;3.0886;0
3093;975;1015;0.8512;0.8512;1
3094;975;1016;1.5919;3.1838;0
3095;976;936;0.4683;0.9366;0
3096;976;935;1.1692;2.3384;0
3097;976;937;1.2833;2.5666;0
3098;976;977;0.9994;1.9988;0
3099;976;1016;1.6154;3.2308;0
3100;977;976;0.9994;1.9988;0
3101;977;937;0.9591;1.9182;0
3102;977;978;0.7318;1.4636;0
3103;977;1018;1.7616;3.5232;0
3104;978;937;1.4098;1.4098;1
3105;978;939;1.4839;2.9678;0
3106;978;979;1.0006;2.0012;0
3107;979;978;1.0006;2.0012;0
3108;979;940;1.4161;2.8322;0
3109;979;980;1.4204;2.8408;0
3110;979;1018;1.2811;2.5622;0
3111;979;1019;0.8956;1.7912;0
3112;980;939;1.4445;2.889;0
3113;980;981;1.196;2.392;0
3114;980;1019;1.6745;3.349;0
3115;980;1021;1.4348;2.8696;0
3116;981;980;1.196;2.392;0
3117;981;1020;1.7996;3.5992;0
3118;981;1021;0.7782;1.5564;0
3119;982;981;0.5945;1.189;0
3120;982;983;1.3386;2.6772;0
3121;982;1022;1.3472;2.6944;0
3122;982;1023;1.7955;3.591;0
3123;983;982;1.3386;2.6772;0
3124;983;1022;1.8183;3.6366;0
3125;983;1023;1.312;2.624;0
3126;984;983;0.8691;1.7382;0
3127;984;945;1.638;3.276;0
3128;984;985;1.2333;2.4666;0
3129;984;1023;1.1396;2.2792;0
3130;984;1025;1.6406;3.2812;0
3131;985;945;0.5226;1.0452;0
3132;986;946;1.4843;2.9686;0
3133;986;945;1.4674;2.9348;0
3134;986;987;0.9808;1.9616;0
3135;986;1027;1.2139;2.4278;0
3136;987;986;0.9808;1.9616;0
3137;987;946;1.962;3.924;0
3138;987;948;1.2382;1.2382;1
3139;987;1027;1.1475;1.1475;1
3140;988;948;0.7503;1.5006;0
3141;988;949;1.7555;3.511;0
3142;988;1027;1.597;3.194;0
3143;990;949;1.5324;3.0648;0
3144;990;951;1.3916;2.7832;0
3145;990;991;1.3154;2.6308;0
3146;990;1031;1.2178;2.4356;0
3147;991;951;0.4851;0.9702;0
3148;991;1030;1.7339;3.4678;0
3149;991;1032;1.6794;3.3588;0
3150;992;952;1.0155;2.031;0
3151;992;951;1.3399;2.6798;0
3152;992;1033;1.2825;2.565;0
3153;993;954;1.3913;2.7826;0
3154;994;995;1.3607;2.7214;0
3155;994;1035;1.7745;3.549;0
3156;995;955;1.3959;2.7918;0
3157;995;954;1.4484;2.8968;0
3158;995;956;1.3577;2.7154;0
3159;995;1034;1.3824;2.7648;0
3160;995;1036;1.1422;2.2844;0
3161;996;956;0.9511;1.9022;0
3162;996;955;1.5917;3.1834;0
3163;996;957;1.2641;2.5282;0
3164;996;1035;1.1571;2.3142;0
3165;996;1037;1.311;2.622;0
3166;997;996;1.0486;2.0972;0
3167;997;958;1.4601;2.9202;0
3168;997;1036;1.1398;2.2796;0
3169;997;1037;0.6969;1.3938;0
3170;999;959;1.2539;2.5078;0
3171;999;958;1.2588;2.5176;0
3172;999;1039;1.3584;2.7168;0
3173;1000;960;0.7764;0.7764;1
3174;1000;961;1.7761;3.5522;0
3175;1000;1040;0.9143;1.8286;0
3176;1001;1000;0.9953;1.9906;0
3177;1001;961;1.0965;2.193;0
3178;1001;1040;0.9799;1.9598;0
3179;1001;1041;0.9133;1.8266;0
3180;1001;1042;1.7454;3.4908;0
3181;1003;1042;1.6453;3.2906;0
3182;1003;1043;0.7371;1.4742;0
3183;1004;1005;0.8538;1.7076;0
3184;1004;1044;0.9502;1.9004;0
3185;1005;965;0.5711;1.1422;0
3186;1005;1006;1.4631;2.9262;0
3187;1006;1005;1.4631;2.9262;0
3188;1006;965;1.5196;1.5196;1
3189;1006;1007;0.5651;1.1302;0
3190;1006;1046;0.8854;0.8854;1
3191;1007;1006;0.5651;1.1302;0
3192;1007;967;1.4048;2.8096;0
3193;1007;968;1.7867;3.5734;0
3194;1007;1008;1.1386;2.2772;0
3195;1007;1046;1.2531;2.5062;0
3196;1007;1048;1.4436;2.8872;0
3197;1008;968;1.3451;2.6902;0
3198;1008;1048;0.5233;1.0466;0
3199;1008;1049;1.3774;2.7548;0
3200;1009;1008;1.2584;2.5168;0
3201;1011;972;0.8248;1.6496;0
3202;1011;1051;1.277;2.554;0
3203;1012;972;0.5438;1.0876;0
3204;1012;971;1.0276;2.0552;0
3205;1012;1052;1.0969;2.1938;0
3206;1012;1053;1.6126;3.2252;0
3207;1014;974;1.3785;2.757;0
3208;1014;975;1.5443;3.0886;0
3209;1014;1015;1.0148;2.0296;0
3210;1015;975;0.8512;0.8512;1
3211;1015;974;1.1086;2.2172;0
3212;1015;976;1.7616;3.5232;0
3213;1015;1055;1.5252;3.0504;0
3214;1015;1056;1.9179;3.8358;0
3215;1016;1015;1.0886;2.1772;0
3216;1016;975;1.5919;3.1838;0
3217;1016;977;1.9634;3.9268;0
3218;1016;1017;1.2487;2.4974;0
3219;1016;1055;1.0824;2.1648;0
3220;1016;1056;0.8884;1.7768;0
3221;1017;977;1.0167;2.0334;0
3222;1017;976;1.4084;2.8168;0
3223;1017;1018;1.2585;2.517;0
3224;1017;1056;1.2949;2.5898;0
3225;1018;1017;1.2585;2.517;0
3226;1018;978;1.2122;1.2122;1
3227;1018;977;1.7616;3.5232;0
3228;1018;979;1.2811;2.5622;0
3229;1018;1019;0.977;0.977;1
3230;1018;1058;0.6613;1.3226;0
3231;1018;1059;0.9706;0.9706;1
3232;1019;1018;0.977;0.977;1
3233;1019;1058;1.3019;2.6038;0
3234;1019;1059;0.9263;1.8526;0
3235;1020;1019;0.7204;1.4408;0
3236;1020;980;1.3899;2.7798;0
3237;1020;981;1.7996;3.5992;0
3238;1020;1059;1.2659;2.5318;0
3239;1020;1060;0.8612;1.7224;0
3240;1020;1061;1.6756;3.3512;0
3241;1021;981;0.7782;1.5564;0
3242;1021;980;1.4348;2.8696;0
3243;1021;982;1.2164;2.4328;0
3244;1021;1022;1.1038;2.2076;0
3245;1021;1060;1.579;3.158;0
3246;1022;1061;1.345;2.69;0
3247;1023;982;1.7955;3.591;0
3248;1023;984;1.1396;2.2792;0
3249;1023;1024;0.7374;1.4748;0
3250;1024;1023;0.7374;1.4748;0
3251;1024;984;1.1403;2.2806;0
3252;1024;983;1.7287;3.4574;0
3253;1024;1063;0.9589;1.9178;0
3254;1025;1024;1.3877;2.7754;0
3255;1025;985;1.3755;2.751;0
3256;1025;984;1.6406;3.2812;0
3257;1025;1066;1.3301;2.6602;0
3258;1026;986;1.006;2.012;0
3259;1026;987;1.7826;3.5652;0
3260;1026;1065;1.2563;2.5126;0
3261;1026;1066;1.0501;2.1002;0
3262;1026;1067;1.5905;3.181;0
3263;1027;987;1.1475;1.1475;1
3264;1027;986;1.2139;2.4278;0
3265;1027;988;1.597;3.194;0
3266;1027;1067;1.0903;1.0903;1
3267;1027;1068;0.9454;1.8908;0
3268;1028;1027;0.8392;1.6784;0
3269;1028;1029;1.4609;2.9218;0
3270;1028;1067;1.6028;3.2056;0
3271;1028;1069;1.7063;3.4126;0
3272;1029;990;1.2086;2.4172;0
3273;1029;1030;0.7655;1.531;0
3274;1029;1070;0.9056;1.8112;0
3275;1030;990;0.7217;1.4434;0
3276;1030;991;1.7339;3.4678;0
3277;1030;1031;1.0115;2.023;0
3278;1030;1070;1.0217;2.0434;0
3279;1030;1071;1.1188;2.2376;0
3280;1031;1030;1.0115;2.023;0
3281;1031;991;1.2188;2.4376;0
3282;1031;1032;1.1102;2.2204;0
3283;1031;1071;0.8444;1.6888;0
3284;1031;1072;1.281;2.562;0
3285;1032;991;1.6794;3.3588;0
3286;1032;993;1.6235;3.247;0
3287;1032;1033;0.6776;1.3552;0
3288;1032;1071;1.4255;2.851;0
3289;1033;1032;0.6776;1.3552;0
3290;1033;1034;1.0665;2.133;0
3291;1033;1072;1.0141;2.0282;0
3292;1034;994;1.1001;2.2002;0
3293;1034;995;1.3824;2.7648;0
3294;1034;1074;0.9823;1.9646;0
3295;1035;1034;1.4703;2.9406;0
3296;1035;994;1.7745;3.549;0
3297;1035;996;1.1571;2.3142;0
3298;1035;1036;0.8281;1.6562;0
3299;1035;1075;1.4676;2.9352;0
3300;1035;1076;1.3928;2.7856;0
3301;1036;996;0.7974;1.5948;0
3302;1036;997;1.1398;2.2796;0
3303;1036;1075;1.6711;3.3422;0
3304;1036;1076;1.1187;2.2374;0
3305;1036;1077;1.1841;2.3682;0
3306;1037;996;1.311;2.622;0
3307;1037;1076;1.2968;2.5936;0
3308;1037;1077;0.8238;1.6476;0
3309;1037;1078;1.3865;2.773;0
3310;1039;1078;1.3963;2.7926;0
3311;1039;1079;0.9352;1.8704;0
3312;1040;1000;0.9143;1.8286;0
3313;1040;1001;0.9799;1.9598;0
3314;1041;1040;0.8817;1.7634;0
3315;1041;1001;0.9133;1.8266;0
3316;1041;1000;1.5691;1.5691;1
3317;1041;1080;1.6691;3.3382;0
3318;1042;1041;1.0114;1.0114;1
3319;1042;1003;1.6453;3.2906;0
3320;1042;1082;0.8464;0.8464;1
3321;1043;1042;1.079;2.158;0
3322;1043;1044;1.232;2.464;0
3323;1043;1082;1.4979;2.9958;0
3324;1043;1083;1.0212;2.0424;0
3325;1044;1043;1.232;2.464;0
3326;1044;1083;1.4407;2.8814;0
3327;1044;1084;1.1672;2.3344;0
3328;1044;1085;1.4193;2.8386;0
3329;1045;1044;0.8522;1.7044;0
3330;1045;1006;1.2815;2.563;0
3331;1045;1084;1.8863;3.7726;0
3332;1046;1006;0.8854;0.8854;1
3333;1046;1007;1.2531;2.5062;0
3334;1046;1047;1.0691;2.1382;0
3335;1046;1085;1.23;1.23;1
3336;1046;1087;1.5804;1.5804;1
3337;1047;1046;1.0691;2.1382;0
3338;1047;1006;1.0902;2.1804;0
3339;1047;1008;1.3635;2.727;0
3340;1047;1048;1.3345;2.669;0
3341;1048;1009;1.3296;2.6592;0
3342;1048;1049;0.9217;1.8434;0
3343;1048;1087;1.653;3.306;0
3344;1049;1048;0.9217;1.8434;0
3345;1049;1008;1.3774;2.7548;0
3346;1049;1050;1.2993;2.5986;0
3347;1050;1049;1.2993;2.5986;0
3348;1050;1009;1.4573;2.9146;0
3349;1050;1011;1.5502;3.1004;0
3350;1051;1050;0.8565;1.713;0
3351;1051;1011;1.277;2.554;0
3352;1051;1052;0.9762;1.9524;0
3353;1051;1090;1.4851;1.4851;1
3354;1052;1012;1.0969;2.1938;0
3355;1052;1053;1.1869;2.3738;0
3356;1052;1092;0.9771;1.9542;0
3357;1053;1052;1.1869;2.3738;0
3358;1053;1012;1.6126;3.2252;0
3359;1053;1014;0.986;1.972;0
3360;1053;1092;1.3667;1.3667;1
3361;1053;1094;1.2932;1.2932;1
3362;1054;1053;1.1472;2.2944;0
3363;1054;1014;1.0727;2.1454;0
3364;1054;1015;1.3896;2.7792;0
3365;1054;1055;1.0903;2.1806;0
3366;1054;1094;0.6988;1.3976;0
3367;1055;1054;1.0903;2.1806;0
3368;1055;1015;1.5252;3.0504;0
3369;1055;1014;1.8856;3.7712;0
3370;1055;1056;1.0356;2.0712;0
3371;1056;1055;1.0356;2.0712;0
3372;1056;1016;0.8884;1.7768;0
3373;1056;1095;1.6471;3.2942;0
3374;1056;1096;0.7435;1.487;0
3375;1056;1097;1.1916;2.3832;0
3376;1058;1059;0.7073;1.4146;0
3377;1058;1097;1.219;2.438;0
3378;1058;1098;0.9507;1.9014;0
3379;1059;1058;0.7073;1.4146;0
3380;1059;1018;0.9706;0.9706;1
3381;1059;1099;1.064;1.064;1
3382;1060;1061;1.1817;2.3634;0
3383;1060;1099;1.1814;1.1814;1
3384;1060;1101;1.4116;2.8232;0
3385;1061;1060;1.1817;2.3634;0
3386;1063;1022;1.3666;2.7332;0
3387;1064;1063;0.6156;1.2312;0
3388;1064;1023;1.1657;2.3314;0
3389;1064;1025;1.7075;3.415;0
3390;1064;1105;1.8765;3.753;0
3391;1065;1026;1.2563;2.5126;0
3392;1065;1066;0.9314;1.8628;0
3393;1065;1104;1.4389;2.8778;0
3394;1065;1105;1.0674;2.1348;0
3395;1065;1064;1.3001;2.6002;0
3396;1066;1065;0.9314;1.8628;0
3397;1066;1025;1.3301;2.6602;0
3398;1066;1067;0.9519;1.9038;0
3399;1066;1106;1.1433;2.2866;0
3400;1067;1026;1.5905;3.181;0
3401;1067;1028;1.6028;3.2056;0
3402;1067;1107;0.6106;0.6106;1
3403;1068;1067;0.9136;1.8272;0
3404;1068;1027;0.9454;1.8908;0
3405;1068;1029;1.6853;3.3706;0
3406;1068;1108;1.4939;2.9878;0
3407;1069;1029;0.6913;1.3826;0
3408;1069;1070;0.5298;1.0596;0
3409;1069;1110;1.0075;2.015;0
3410;1070;1069;0.5298;1.0596;0
3411;1070;1030;1.0217;2.0434;0
3412;1070;1109;1.4845;2.969;0
3413;1070;1110;0.742;1.484;0
3414;1070;1111;1.6852;3.3704;0
3415;1071;1110;1.3401;2.6802;0
3416;1071;1112;1.397;2.794;0
3417;1072;1071;1.1405;2.281;0
3418;1072;1032;0.6751;1.3502;0
3419;1072;1031;1.281;2.562;0
3420;1072;1111;1.6215;3.243;0
3421;1074;1033;1.3996;2.7992;0
3422;1074;1035;1.6191;3.2382;0
3423;1074;1075;1.3243;2.6486;0
3424;1074;1115;1.3096;2.6192;0
3425;1075;1074;1.3243;2.6486;0
3426;1075;1035;1.4676;2.9352;0
3427;1075;1036;1.6711;3.3422;0
3428;1075;1114;1.4814;2.9628;0
3429;1075;1116;1.0932;2.1864;0
3430;1076;1075;0.8738;1.7476;0
3431;1076;1037;1.2968;2.5936;0
3432;1076;1115;1.3749;2.7498;0
3433;1077;1037;0.8238;1.6476;0
3434;1077;1036;1.1841;2.3682;0
3435;1077;1116;1.2453;2.4906;0
3436;1077;1118;2.0;4.0;0
3437;1078;1077;1.0852;2.1704;0
3438;1078;1117;1.4812;2.9624;0
3439;1079;1078;1.3179;2.6358;0
3440;1079;1039;0.9352;1.8704;0
3441;1080;1040;1.2322;2.4644;0
3442;1080;1041;1.6691;3.3382;0
3443;1080;1121;1.4623;2.9246;0
3444;1082;1042;0.8464;0.8464;1
3445;1082;1043;1.4979;2.9958;0
3446;1082;1083;0.7687;1.5374;0
3447;1082;1121;1.3161;2.6322;0
3448;1082;1122;0.8904;0.8904;1
3449;1083;1082;0.7687;1.5374;0
3450;1083;1043;1.0212;2.0424;0
3451;1083;1122;1.5747;3.1494;0
3452;1083;1123;1.0581;1.0581;1
3453;1083;1124;1.7091;3.4182;0
3454;1084;1044;1.1672;2.3344;0
3455;1084;1045;1.8863;3.7726;0
3456;1084;1123;0.9524;1.9048;0
3457;1084;1125;1.6064;3.2128;0
3458;1085;1045;1.3792;1.3792;1
3459;1085;1044;1.4193;2.8386;0
3460;1085;1046;1.23;1.23;1
3461;1085;1086;0.6367;0.6367;1
3462;1086;1085;0.6367;0.6367;1
3463;1086;1045;1.5336;3.0672;0
3464;1086;1047;1.3268;2.6536;0
3465;1086;1087;1.1412;2.2824;0
3466;1086;1127;1.7105;1.7105;1
3467;1087;1086;1.1412;2.2824;0
3468;1087;1048;1.653;3.306;0
3469;1087;1088;0.9093;1.8186;0
3470;1087;1128;1.5088;1.5088;1
3471;1088;1089;1.0827;2.1654;0
3472;1089;1049;0.6237;1.2474;0
3473;1089;1128;1.3237;2.6474;0
3474;1090;1050;1.3338;2.6676;0
3475;1090;1051;1.4851;1.4851;1
3476;1090;1091;1.2322;2.4644;0
3477;1091;1051;1.1267;2.2534;0
3478;1091;1092;0.9156;1.8312;0
3479;1091;1130;1.1042;2.2084;0
3480;1091;1132;1.0495;2.099;0
3481;1092;1052;0.9771;1.9542;0
3482;1092;1053;1.3667;1.3667;1
3483;1092;1131;1.4225;1.4225;1
3484;1092;1133;1.5839;3.1678;0
3485;1094;1054;0.6988;1.3976;0
3486;1094;1095;1.0118;2.0236;0
3487;1095;1055;0.7852;1.5704;0
3488;1095;1056;1.6471;3.2942;0
3489;1095;1096;1.3244;2.6488;0
3490;1095;1134;1.3062;2.6124;0
3491;1095;1136;1.4143;2.8286;0
3492;1096;1095;1.3244;2.6488;0
3493;1096;1056;0.7435;1.487;0
3494;1096;1055;1.0915;2.183;0
3495;1096;1097;0.9109;1.8218;0
3496;1097;1098;0.9318;1.8636;0
3497;1097;1138;1.6755;3.351;0
3498;1098;1059;1.1861;2.3722;0
3499;1098;1099;1.1183;2.2366;0
3500;1098;1138;1.2209;2.4418;0
3501;1099;1059;1.064;1.064;1
3502;1099;1058;1.4868;2.9736;0
3503;1099;1060;1.1814;1.1814;1
3504;1099;1138;1.6033;1.6033;1
3505;1099;1140;1.3087;1.3087;1
3506;1101;1061;0.8801;1.7602;0
3507;1101;1140;1.6135;3.227;0
3508;1103;1104;0.611;1.222;0
3509;1103;1142;1.7093;3.4186;0
3510;1103;1143;0.7718;1.5436;0
3511;1103;1144;1.4318;2.8636;0
3512;1104;1103;0.611;1.222;0
3513;1104;1063;0.9573;1.9146;0
3514;1104;1105;1.5837;3.1674;0
3515;1104;1143;1.1758;2.3516;0
3516;1104;1144;1.4388;2.8776;0
3517;1104;1145;1.4297;2.8594;0
3518;1105;1144;1.5473;1.5473;1
3519;1105;1145;0.7669;1.5338;0
3520;1105;1146;1.1891;2.3782;0
3521;1106;1105;0.9672;0.9672;1
3522;1106;1066;1.1433;2.2866;0
3523;1106;1145;1.531;3.062;0
3524;1106;1146;0.567;1.134;0
3525;1106;1147;1.0707;1.0707;1
3526;1107;1106;1.0631;2.1262;0
3527;1107;1066;1.387;2.774;0
3528;1107;1068;1.1121;2.2242;0
3529;1107;1108;1.063;2.126;0
3530;1107;1146;1.3972;1.3972;1
3531;1107;1147;1.1048;2.2096;0
3532;1107;1148;1.4057;2.8114;0
3533;1108;1107;1.063;2.126;0
3534;1108;1068;1.4939;2.9878;0
3535;1108;1069;1.7661;3.5322;0
3536;1108;1148;0.8273;1.6546;0
3537;1109;1108;0.8106;1.6212;0
3538;1109;1068;1.8261;3.6522;0
3539;1109;1110;1.0563;2.1126;0
3540;1109;1148;1.3898;2.7796;0
3541;1109;1149;1.0475;2.095;0
3542;1109;1150;1.2651;2.5302;0
3543;1110;1109;1.0563;2.1126;0
3544;1110;1070;0.742;1.484;0
3545;1110;1069;1.0075;2.015;0
3546;1110;1149;1.6152;3.2304;0
3547;1111;1110;1.2113;2.4226;0
3548;1111;1070;1.6852;3.3704;0
3549;1111;1072;1.6215;3.243;0
3550;1111;1112;0.7333;1.4666;0
3551;1112;1111;0.7333;1.4666;0
3552;1112;1113;1.4465;2.893;0
3553;1112;1153;1.7666;3.5332;0
3554;1113;1072;1.6245;3.249;0
3555;1113;1074;1.383;2.766;0
3556;1113;1153;1.0372;2.0744;0
3557;1114;1113;0.7942;1.5884;0
3558;1114;1074;1.0544;2.1088;0
3559;1114;1075;1.4814;2.9628;0
3560;1114;1115;1.0514;2.1028;0
3561;1114;1153;1.3584;2.7168;0
3562;1115;1075;0.5625;1.125;0
3563;1115;1074;1.3096;2.6192;0
3564;1115;1076;1.3749;2.7498;0
3565;1115;1156;1.934;3.868;0
3566;1116;1076;0.9644;1.9288;0
3567;1116;1075;1.0932;2.1864;0
3568;1116;1156;1.3256;2.6512;0
3569;1117;1116;0.5638;1.1276;0
3570;1117;1076;1.3316;2.6632;0
3571;1117;1118;1.5888;3.1776;0
3572;1118;1117;1.5888;3.1776;0
3573;1118;1078;1.0832;2.1664;0
3574;1118;1079;1.1604;2.3208;0
3575;1118;1159;1.2477;2.4954;0
3576;1120;1160;1.065;2.13;0
3577;1120;1161;1.4431;2.8862;0
3578;1121;1080;1.4623;2.9246;0
3579;1121;1082;1.3161;2.6322;0
3580;1121;1160;1.8884;3.7768;0
3581;1121;1161;1.4037;2.8074;0
3582;1121;1120;1.3001;2.6002;0
3583;1122;1082;0.8904;0.8904;1
3584;1122;1083;1.5747;3.1494;0
3585;1122;1161;1.5965;3.193;0
3586;1122;1163;1.4872;1.4872;1
3587;1123;1083;1.0581;1.0581;1
3588;1123;1124;0.8336;1.6672;0
3589;1123;1162;1.5774;1.5774;1
3590;1123;1164;1.6819;3.3638;0
3591;1124;1084;1.1766;2.3532;0
3592;1124;1125;1.2711;2.5422;0
3593;1124;1164;0.9836;1.9672;0
3594;1125;1086;1.2202;2.4404;0
3595;1125;1165;1.039;2.078;0
3596;1126;1125;0.7748;1.5496;0
3597;1126;1086;1.2934;2.5868;0
3598;1126;1087;1.7734;3.5468;0
3599;1126;1127;1.4889;2.9778;0
3600;1127;1086;1.7105;1.7105;1
3601;1127;1166;1.8034;3.6068;0
3602;1127;1167;1.3824;2.7648;0
3603;1128;1088;1.1346;2.2692;0
3604;1128;1129;0.9888;1.9776;0
3605;1128;1167;1.9184;3.8368;0
3606;1129;1089;1.0684;2.1368;0
3607;1129;1090;1.0989;1.0989;1
3608;1129;1169;1.2799;2.5598;0
3609;1130;1129;1.1348;1.1348;1
3610;1130;1131;0.7205;0.7205;1
3611;1130;1169;1.8038;1.8038;1
3612;1131;1091;0.6348;1.2696;0
3613;1131;1092;1.4225;1.4225;1
3614;1131;1132;1.0808;2.1616;0
3615;1131;1171;1.1843;2.3686;0
3616;1131;1172;1.8163;3.6326;0
3617;1132;1091;1.0495;2.099;0
3618;1132;1133;0.8725;1.745;0
3619;1133;1132;0.8725;1.745;0
3620;1133;1092;1.5839;3.1678;0
3621;1133;1134;1.2222;2.4444;0
3622;1133;1173;0.8385;1.677;0
3623;1134;1094;1.0118;2.0236;0
3624;1134;1095;1.3062;2.6124;0
3625;1134;1173;1.6879;3.3758;0
3626;1136;1096;1.2947;2.5894;0
3627;1136;1097;1.7211;3.4422;0
3628;1138;1097;1.6755;3.351;0
3629;1138;1099;1.6033;3.2066;0
3630;1138;1179;1.1711;1.1711;1
3631;1140;1099;1.3087;1.3087;1
3632;1140;1101;1.6135;3.227;0
3633;1140;1141;1.4759;1.4759;1
3634;1140;1180;1.0655;2.131;0
3635;1141;1142;0.7499;1.4998;0
3636;1141;1180;1.7416;3.4832;0
3637;1141;1182;1.4155;1.4155;1
3638;1142;1141;0.7499;1.4998;0
3639;1142;1101;1.6336;3.2672;0
3640;1142;1143;1.3108;2.6216;0
3641;1142;1182;0.9819;1.9638;0
3642;1143;1103;0.7718;1.5436;0
3643;1144;1103;1.4318;2.8636;0
3644;1144;1105;1.5473;1.5473;1
3645;1144;1145;0.8015;1.603;0
3646;1144;1183;1.1018;1.1018;1
3647;1144;1185;1.4056;2.8112;0
3648;1145;1105;0.7669;1.5338;0
3649;1145;1104;1.4297;2.8594;0
3650;1145;1146;1.4745;1.4745;1
3651;1146;1145;1.4745;1.4745;1
3652;1146;1105;1.1891;2.3782;0
3653;1146;1185;1.6685;1.6685;1
3654;1146;1186;1.0833;2.1666;0
3655;1146;1187;1.4093;2.8186;0
3656;1147;1146;0.8504;1.7008;0
3657;1147;1107;1.1048;2.2096;0
3658;1147;1106;1.0707;1.0707;1
3659;1147;1148;0.7988;0.7988;1
3660;1147;1187;0.8987;1.7974;0
3661;1147;1188;1.607;3.214;0
3662;1148;1147;0.7988;0.7988;1
3663;1148;1108;0.8273;1.6546;0
3664;1148;1107;1.4057;2.8114;0
3665;1148;1149;1.4053;1.4053;1
3666;1148;1187;0.96;1.92;0
3667;1148;1189;1.3458;2.6916;0
3668;1149;1148;1.4053;1.4053;1
3669;1149;1108;1.4426;2.8852;0
3670;1149;1110;1.6152;3.2304;0
3671;1149;1188;1.241;2.482;0
3672;1150;1110;1.1702;2.3404;0
3673;1150;1151;1.2634;2.5268;0
3674;1151;1110;2.0242;4.0484;0
3675;1151;1112;1.4708;2.9416;0
3676;1153;1113;1.0372;2.0744;0
3677;1153;1114;1.3584;2.7168;0
3678;1153;1154;0.8021;1.6042;0
3679;1154;1115;1.6619;3.3238;0
3680;1154;1155;1.1032;2.2064;0
3681;1155;1154;1.1032;2.2064;0
3682;1155;1115;1.043;2.086;0
3683;1155;1156;1.346;2.692;0
3684;1156;1115;1.934;3.868;0
3685;1156;1195;1.6937;3.3874;0
3686;1156;1196;0.7453;1.4906;0
3687;1156;1197;1.152;2.304;0
3688;1158;1117;1.3001;2.6002;0
3689;1159;1158;0.755;1.51;0
3690;1159;1198;1.0733;2.1466;0
3691;1159;1199;0.7134;1.4268;0
3692;1160;1200;1.2739;2.5478;0
3693;1161;1121;1.4037;2.8074;0
3694;1161;1122;1.5965;3.193;0
3695;1161;1200;1.4622;2.9244;0
3696;1161;1201;0.9162;1.8324;0
3697;1162;1161;1.1262;2.2524;0
3698;1162;1121;1.3625;2.725;0
3699;1162;1123;1.5774;1.5774;1
3700;1162;1202;0.9947;0.9947;1
3701;1163;1162;1.0913;1.0913;1
3702;1163;1124;0.9803;1.9606;0
3703;1163;1202;1.326;2.652;0
3704;1163;1204;1.5492;1.5492;1
3705;1164;1163;1.2073;2.4146;0
3706;1164;1125;1.5994;3.1988;0
3707;1164;1203;1.3151;2.6302;0
3708;1164;1204;0.9243;1.8486;0
3709;1164;1205;1.2538;2.5076;0
3710;1165;1164;0.928;1.856;0
3711;1165;1125;1.039;2.078;0
3712;1165;1124;1.3594;2.7188;0
3713;1165;1126;1.0665;2.133;0
3714;1165;1205;0.9566;1.9132;0
3715;1165;1206;1.1968;2.3936;0
3716;1166;1125;1.4553;2.9106;0
3717;1166;1127;1.8034;3.6068;0
3718;1166;1167;0.9163;1.8326;0
3719;1167;1166;0.9163;1.8326;0
3720;1167;1126;1.421;2.842;0
3721;1167;1168;1.2301;2.4602;0
3722;1167;1208;1.5868;3.1736;0
